text,label
"Mi chiamo Stefano e convivo con la dipendenza affettiva. Quando la paura dell'abbandono diventa paralizzante, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Imparare a stare bene da solo è stata la sfida più grande.",0
"Gli studi nutrizionali mostrano che il binge eating beneficia di terapia cognitivo-comportamentale e mindful eating. Complessivamente, riduce gli episodi di abbuffata del 76% entro 20 settimane. L'identificazione dei trigger emotivi e lo sviluppo di strategie alternative di gestione delle emozioni risultano centrali nel trattamento.",1
"Sono Elisa: ormai da tempo convivo con l'ansia da prestazione sessuale. Nei momenti di intimità, quando la preoccupazione prende il sopravvento, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. La comunicazione aperta con il partner è stata liberatoria.",0
"Le ricerche evolutive indicano che i problemi adolescenziali beneficiano di counseling individuale e coinvolgimento genitoriale guidato. Complessivamente, migliora l'adattamento psicosociale nell'83% dei ragazzi entro 16 settimane. L'accesso a servizi youth-friendly e peer support risulta fondamentale per l'engagement terapeutico degli adolescenti.",1
"Ciao, sono Massimo. Convivo con il disturbo dell'alimentazione notturna. Quando l'impulso di mangiare di notte diventa irresistibile, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Ristrutturare la routine serale mi ha aiutato molto.",0
"Gli studi evolutivi dimostrano che i disturbi dell'attaccamento beneficiano di terapia relazionale e interventi su caregiver sensibili. Complessivamente, facilita la sicurezza relazionale nel 69% dei bambini entro 18 mesi. La psicoeducazione sui pattern di attaccamento e il supporto genitoriale risultano elementi chiave per il cambiamento delle dinamiche relazionali.",1
"Cristina racconta: convivo con la sindrome del colon irritabile legata allo stress. Ogni volta che l'ansia si manifesta con sintomi fisici, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Capire il legame mente-corpo è stato illuminante.",0
"Le evidenze narrative mostrano che lo storytelling beneficia di approcci strutturati e supervisione clinica specializzata. Complessivamente, facilita l'elaborazione traumatica nel 72% dei pazienti entro 14 settimane. L'utilizzo di tecniche espressive e creative risulta particolarmente efficace per l'accesso a contenuti emotivi altrimenti difficili da verbalizzare.",1
"Mi chiamo Fabio e convivo con il disturbo di personalità evitante. Quando la paura del giudizio mi impedisce di socializzare, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Partecipare a gruppi di supporto mi ha dato coraggio.",0
"La ricerca psicofisiologica indica che i disturbi dell'arousal beneficiano di biofeedback e training di autoregolazione autonomica. Complessivamente, migliora il controllo fisiologico del 68% entro 12 settimane. L'educazione sui meccanismi di attivazione e l'apprendimento di tecniche di rilassamento risultano fondamentali per l'autogestione sintomatologica.",1
"Sono Michela: ormai da tempo convivo con la sindrome dell'ovaio policistico e i suoi effetti sull'umore. Nei momenti in cui gli squilibri ormonali mi destabilizzano, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. L'approccio olistico mi ha aiutato su più fronti.",0
"Gli studi gruppali evidenziano che la terapia di gruppo beneficia di setting strutturato e leadership terapeutica esperta. Complessivamente, facilita il cambiamento interpersonale nell'81% dei partecipanti entro 20 settimane. L'utilizzo di fattori terapeutici gruppali come universalità e feedback interpersonale risulta peculiarmente efficace per specifiche problematiche relazionali.",1
"Ciao, sono Enrico. Convivo con il disturbo dell'attenzione e iperattività. Quando l'iperattivazione mentale non mi dà tregua, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Le tecniche di mindfulness mi aiutano a rallentare.",0
"Le ricerche neuropsicologiche mostrano che i deficit cognitivi beneficiano di assessment completo e riabilitazione mirata domain-specific. Complessivamente, migliora il funzionamento cognitivo del 63% entro 16 settimane. L'identificazione dei profili neuropsicologici specifici risulta essenziale per personalizzare gli interventi riabilitativi e massimizzare il recupero funzionale.",1
"Roberta qui, convivo con la sindrome da fatica cronica. Ogni volta che la stanchezza diventa schiacciante, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Ascoltare il mio corpo e rispettare i suoi ritmi è fondamentale.",0
"Gli studi epidemiologici indicano che la salute mentale comunitaria beneficia di servizi territoriali integrati e empowerment delle risorse locali. Complessivamente, riduce l'ospedalizzazione del 54% nelle aree di implementazione. Lo sviluppo di reti di supporto informale e l'accessibilità ai servizi rappresentano elementi chiave per la prevenzione e il trattamento su base comunitaria.",1
"Mi chiamo Claudio e convivo con il disturbo schizoide di personalità. Quando l'isolamento sociale diventa eccessivo, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Trovare il giusto equilibrio tra solitudine e connessione è una sfida continua.",0
"Le evidenze farmacologiche dimostrano che l'ottimizzazione terapeutica beneficia di monitoraggio plasmatico e farmacogenetica personalizzata. Complessivamente, migliora la risposta terapeutica nel 77% dei pazienti entro 8 settimane. L'identificazione di polimorfismi metabolici e l'aggiustamento posologico risultano cruciali per minimizzare gli effetti collaterali e massimizzare l'efficacia.",1
"Sono Antonella; ormai da tempo convivo con la fibromialgia e i suoi effetti psicologici. Nei momenti in cui il dolore cronico influenza il mio umore, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. La gestione integrata del dolore mi ha dato nuove speranze.",0
"La ricerca contemplativa evidenzia che gli interventi mindfulness-based beneficiano di pratica intensiva e supervisione qualificata. Complessivamente, riduce la reattività emotiva del 71% entro 8 settimane di training. L'integrazione di elementi meditativi tradizionali con approcci evidence-based risulta efficace per diverse condizioni cliniche.",1
"Ciao, sono Daniele. Convivo con il disturbo dell'identità di genere. Quando la disforia diventa intensa, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Trovare una comunità di supporto mi ha fatto sentire finalmente compreso.",0
"Gli studi su traumi acuti mostrano che il primo soccorso psicologico beneficia di protocolli standardizzati e formazione specialistica. Complessivamente, previene la cronacizzazione del trauma nel 64% dei casi entro 30 giorni. L'intervento precoce e la stabilizzazione emotiva risultano elementi cruciali per prevenire l'evoluzione verso disturbi post-traumatici complessi.",1
"Veronica racconta: convivo con il disturbo del controllo degli impulsi. Ogni volta che sento di perdere il controllo sui miei comportamenti, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Imparare tecniche di autoregolazione è stato un percorso graduale.",0
"Le ricerche digitali indicano che la telepsichiatria beneficia di piattaforme sicure e protocolli clinici adattati. Complessivamente, mantiene l'efficacia terapeutica nel 73% dei pazienti seguiti a distanza. L'accessibilità geografica e la continuità delle cure rappresentano vantaggi significativi, specialmente per popolazioni rurali o con limitazioni alla mobilità.",1
"Mi chiamo Vincenzo e convivo con la sindrome del sopravvissuto. Quando i sensi di colpa per essere sopravvissuto mi tormentano, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Onorare la memoria di chi non c'è più mi ha dato un senso di pace.",0
"Gli studi preventivi dimostrano che la promozione del benessere beneficia di programmi scolastici strutturati e coinvolgimento comunitario. Complessivamente, riduce l'incidenza di disturbi mentali del 43% nelle popolazioni target. L'implementazione precoce di life skills training e la creazione di ambienti supportivi risultano strategie fondamentali per la prevenzione primaria.",1
"Sono Giovanna: ormai da tempo convivo con la sindrome dell'intestino irritabile legata all'ansia. Nei momenti in cui lo stress si manifesta con sintomi gastrointestinali, mi affido alla respirazione profonda o a una passeggiata al parco. Ci sono giorni buoni e giorni difficili, ma va bene così. Integrare alimentazione e benessere mentale è stata la chiave del mio equilibrio.",0
